Date,Hour,PV Generation (MW),Wind Generation (MW)
30-Mar,5,0.037,0.114
30-Mar,6,0.210,0.117
30-Mar,7,0.446,0.096
30-Mar,8,0.658,0.050
30-Mar,9,0.801,0.047
30-Mar,10,0.880,0.082
30-Mar,11,0.892,0.128
30-Mar,12,0.832,0.168
30-Mar,13,0.714,0.192
30-Mar,14,0.542,0.185
30-Mar,15,0.331,0.171
30-Mar,16,0.124,0.134
30-Mar,17,0.014,0.116
30-Mar,18,0.000,0.119
30-Mar,19,0.000,0.124
30-Mar,20,0.000,0.136
30-Mar,21,0.000,0.146
30-Mar,22,0.000,0.161
30-Mar,23,0.000,0.161
31-Mar,0,0.000,0.165
31-Mar,1,0.000,0.156
31-Mar,2,0.000,0.164
31-Mar,3,0.000,0.164
31-Mar,4,0.000,0.166
31-Mar,5,0.033,0.159
31-Mar,6,0.176,0.150
31-Mar,7,0.360,0.165
31-Mar,8,0.520,0.192
31-Mar,9,0.636,0.186
31-Mar,10,0.704,0.184
31-Mar,11,0.716,0.184
31-Mar,12,0.684,0.184
31-Mar,13,0.605,0.190
31-Mar,14,0.478,0.197
31-Mar,15,0.307,0.210
31-Mar,16,0.121,0.225
31-Mar,17,0.015,0.243
31-Mar,18,0.001,0.285
31-Mar,19,0.000,0.308
31-Mar,20,0.000,0.313
31-Mar,21,0.000,0.311
31-Mar,22,0.000,0.310
31-Mar,23,0.000,0.294
1-Apr,0,0.000,0.292
1-Apr,1,0.000,0.280
1-Apr,2,0.000,0.270
1-Apr,3,0.000,0.268
1-Apr,4,0.000,0.275
1-Apr,5,0.044,0.271
1-Apr,6,0.219,0.228
1-Apr,7,0.455,0.140
1-Apr,8,0.664,0.136
1-Apr,9,0.816,0.161
1-Apr,10,0.904,0.163
1-Apr,11,0.929,0.171
1-Apr,12,0.885,0.192
1-Apr,13,0.771,0.217
1-Apr,14,0.591,0.239
1-Apr,15,0.361,0.255
1-Apr,16,0.138,0.259
1-Apr,17,0.017,0.265
1-Apr,18,0.000,0.349
1-Apr,19,0.000,0.447
1-Apr,20,0.000,0.481
1-Apr,21,0.000,0.492
1-Apr,22,0.000,0.486
1-Apr,23,0.000,0.468
2-Apr,0,0.000,0.449
2-Apr,1,0.000,0.425
2-Apr,2,0.000,0.410
2-Apr,3,0.000,0.392
2-Apr,4,0.000,0.394
2-Apr,5,0.048,0.371
2-Apr,6,0.215,0.316
2-Apr,7,0.428,0.232
2-Apr,8,0.612,0.190
2-Apr,9,0.732,0.192
2-Apr,10,0.782,0.224
2-Apr,11,0.773,0.265
2-Apr,12,0.698,0.315
2-Apr,13,0.572,0.371
2-Apr,14,0.406,0.385
2-Apr,15,0.229,0.386
2-Apr,16,0.084,0.354
2-Apr,17,0.010,0.371
2-Apr,18,0.000,0.404
2-Apr,19,0.000,0.426
2-Apr,20,0.000,0.415
2-Apr,21,0.000,0.374
2-Apr,22,0.000,0.350
2-Apr,23,0.000,0.318
3-Apr,0,0.000,0.273
3-Apr,1,0.000,0.243
3-Apr,2,0.000,0.203
3-Apr,3,0.000,0.167
3-Apr,4,0.000,0.154
3-Apr,5,0.025,0.139
3-Apr,6,0.098,0.109
3-Apr,7,0.210,0.074
3-Apr,8,0.349,0.054
3-Apr,9,0.465,0.051
3-Apr,10,0.528,0.055
3-Apr,11,0.544,0.070
3-Apr,12,0.522,0.083
3-Apr,13,0.448,0.089
3-Apr,14,0.333,0.091
3-Apr,15,0.191,0.100
3-Apr,16,0.066,0.120
3-Apr,17,0.006,0.155
3-Apr,18,0.000,0.199
3-Apr,19,0.000,0.248
3-Apr,20,0.000,0.257
3-Apr,21,0.000,0.271
3-Apr,22,0.000,0.260
3-Apr,23,0.000,0.234
4-Apr,0,0.000,0.216
4-Apr,1,0.000,0.180
4-Apr,2,0.000,0.140
4-Apr,3,0.000,0.114
4-Apr,4,0.001,0.105
4-Apr,5,0.030,0.103
4-Apr,6,0.113,0.081
4-Apr,7,0.222,0.055
4-Apr,8,0.325,0.048
4-Apr,9,0.407,0.052
4-Apr,10,0.456,0.061
4-Apr,11,0.467,0.080
4-Apr,12,0.447,0.103
4-Apr,13,0.384,0.125
4-Apr,14,0.283,0.139
4-Apr,15,0.170,0.137
4-Apr,16,0.066,0.136
4-Apr,17,0.008,0.147
4-Apr,18,0.000,0.184
4-Apr,19,0.000,0.203
4-Apr,20,0.000,0.202
4-Apr,21,0.000,0.195
4-Apr,22,0.000,0.185
4-Apr,23,0.000,0.171
5-Apr,0,0.000,0.152
5-Apr,1,0.000,0.141
5-Apr,2,0.000,0.140
5-Apr,3,0.000,0.135
5-Apr,4,0.000,0.127
5-Apr,5,0.019,0.111
5-Apr,6,0.074,0.085
5-Apr,7,0.153,0.064
5-Apr,8,0.227,0.051
5-Apr,9,0.284,0.041
5-Apr,10,0.320,0.038
5-Apr,11,0.339,0.043
5-Apr,12,0.331,0.042
5-Apr,13,0.301,0.042
5-Apr,14,0.245,0.047
5-Apr,15,0.157,0.046
5-Apr,16,0.062,0.044
5-Apr,17,0.008,0.045
5-Apr,18,0.000,0.056
5-Apr,19,0.000,0.067
5-Apr,20,0.000,0.071
5-Apr,21,0.000,0.075
5-Apr,22,0.000,0.081
5-Apr,23,0.000,0.087
6-Apr,0,0.000,0.089
6-Apr,1,0.000,0.084
6-Apr,2,0.000,0.088
6-Apr,3,0.000,0.096
6-Apr,4,0.001,0.102
6-Apr,5,0.039,0.110
6-Apr,6,0.156,0.100
6-Apr,7,0.316,0.065
6-Apr,8,0.503,0.051
6-Apr,9,0.662,0.056
6-Apr,10,0.745,0.076
6-Apr,11,0.770,0.108
6-Apr,12,0.727,0.138
6-Apr,13,0.622,0.151
6-Apr,14,0.484,0.166
6-Apr,15,0.316,0.180
6-Apr,16,0.132,0.177
6-Apr,17,0.019,0.192
6-Apr,18,0.000,0.256
6-Apr,19,0.000,0.316
6-Apr,20,0.000,0.336
6-Apr,21,0.000,0.325
6-Apr,22,0.000,0.288
6-Apr,23,0.000,0.253
7-Apr,0,0.000,0.222
7-Apr,1,0.000,0.196
7-Apr,2,0.000,0.174
7-Apr,3,0.000,0.160
7-Apr,4,0.001,0.159
7-Apr,5,0.059,0.156
7-Apr,6,0.229,0.129
7-Apr,7,0.436,0.072
7-Apr,8,0.618,0.059
7-Apr,9,0.744,0.099
7-Apr,10,0.802,0.143
7-Apr,11,0.799,0.155
7-Apr,12,0.739,0.142
7-Apr,13,0.621,0.130
7-Apr,14,0.465,0.124
7-Apr,15,0.284,0.121
7-Apr,16,0.116,0.118
7-Apr,17,0.018,0.117
7-Apr,18,0.000,0.152
7-Apr,19,0.000,0.190
7-Apr,20,0.000,0.203
7-Apr,21,0.000,0.195
7-Apr,22,0.000,0.174
7-Apr,23,0.000,0.148
8-Apr,0,0.000,0.118
8-Apr,1,0.000,0.095
8-Apr,2,0.000,0.080
8-Apr,3,0.000,0.076
8-Apr,4,0.001,0.083
8-Apr,5,0.042,0.083
8-Apr,6,0.157,0.082
8-Apr,7,0.306,0.071
8-Apr,8,0.454,0.064
8-Apr,9,0.563,0.071
8-Apr,10,0.622,0.091
8-Apr,11,0.633,0.110
8-Apr,12,0.590,0.118
8-Apr,13,0.506,0.134
8-Apr,14,0.382,0.156
8-Apr,15,0.240,0.182
8-Apr,16,0.103,0.213
8-Apr,17,0.018,0.233
8-Apr,18,0.000,0.263
8-Apr,19,0.000,0.284
8-Apr,20,0.000,0.266
8-Apr,21,0.000,0.253
8-Apr,22,0.000,0.241
8-Apr,23,0.000,0.227
9-Apr,0,0.000,0.217
9-Apr,1,0.000,0.211
9-Apr,2,0.000,0.211
9-Apr,3,0.000,0.215
9-Apr,4,0.001,0.224
9-Apr,5,0.041,0.202
9-Apr,6,0.157,0.168
9-Apr,7,0.295,0.154
9-Apr,8,0.432,0.155
9-Apr,9,0.539,0.159
9-Apr,10,0.616,0.171
9-Apr,11,0.637,0.184
9-Apr,12,0.606,0.190
9-Apr,13,0.526,0.198
9-Apr,14,0.402,0.212
9-Apr,15,0.250,0.233
9-Apr,16,0.106,0.257
9-Apr,17,0.019,0.270
9-Apr,18,0.000,0.306
9-Apr,19,0.000,0.344
9-Apr,20,0.000,0.348
9-Apr,21,0.000,0.334
9-Apr,22,0.000,0.306
9-Apr,23,0.000,0.276
10-Apr,0,0.000,0.257
10-Apr,1,0.000,0.239
10-Apr,2,0.000,0.237
10-Apr,3,0.000,0.247
10-Apr,4,0.002,0.263
10-Apr,5,0.051,0.247
10-Apr,6,0.182,0.193
10-Apr,7,0.340,0.169
10-Apr,8,0.490,0.201
10-Apr,9,0.592,0.213
10-Apr,10,0.638,0.206
10-Apr,11,0.646,0.193
10-Apr,12,0.611,0.194
10-Apr,13,0.527,0.197
10-Apr,14,0.408,0.212
10-Apr,15,0.263,0.243
10-Apr,16,0.119,0.271
10-Apr,17,0.024,0.287
10-Apr,18,0.000,0.324
10-Apr,19,0.000,0.369
10-Apr,20,0.000,0.377
10-Apr,21,0.000,0.363
10-Apr,22,0.000,0.340
10-Apr,23,0.000,0.316
11-Apr,0,0.000,0.285
11-Apr,1,0.000,0.263
11-Apr,2,0.000,0.243
11-Apr,3,0.000,0.233
11-Apr,4,0.002,0.230
11-Apr,5,0.060,0.215
11-Apr,6,0.210,0.151
11-Apr,7,0.396,0.131
11-Apr,8,0.557,0.171
11-Apr,9,0.618,0.197
11-Apr,10,0.600,0.187
11-Apr,11,0.582,0.174
11-Apr,12,0.548,0.175
11-Apr,13,0.468,0.183
11-Apr,14,0.358,0.199
11-Apr,15,0.234,0.212
11-Apr,16,0.107,0.211
11-Apr,17,0.022,0.208
11-Apr,18,0.000,0.206
11-Apr,19,0.000,0.214
11-Apr,20,0.000,0.213
11-Apr,21,0.000,0.202
11-Apr,22,0.000,0.194
11-Apr,23,0.000,0.184
12-Apr,0,0.000,0.178
12-Apr,1,0.000,0.171
12-Apr,2,0.000,0.172
12-Apr,3,0.000,0.171
12-Apr,4,0.002,0.173
12-Apr,5,0.046,0.164
12-Apr,6,0.154,0.147
12-Apr,7,0.291,0.156
12-Apr,8,0.407,0.181
12-Apr,9,0.472,0.177
12-Apr,10,0.507,0.171
12-Apr,11,0.486,0.167
12-Apr,12,0.423,0.179
12-Apr,13,0.341,0.181
12-Apr,14,0.211,0.187
12-Apr,15,0.136,0.179
12-Apr,16,0.063,0.157
12-Apr,17,0.014,0.138
12-Apr,18,0.000,0.136
12-Apr,19,0.000,0.141
12-Apr,20,0.000,0.141
12-Apr,21,0.000,0.142
12-Apr,22,0.000,0.139
12-Apr,23,0.000,0.144
13-Apr,0,0.000,0.150
13-Apr,1,0.000,0.155
13-Apr,2,0.000,0.153
13-Apr,3,0.000,0.163
13-Apr,4,0.002,0.169
13-Apr,5,0.041,0.160
13-Apr,6,0.149,0.134
13-Apr,7,0.291,0.134
13-Apr,8,0.422,0.152
13-Apr,9,0.510,0.169
13-Apr,10,0.526,0.183
13-Apr,11,0.490,0.197
13-Apr,12,0.446,0.217
13-Apr,13,0.388,0.231
13-Apr,14,0.302,0.233
13-Apr,15,0.204,0.232
13-Apr,16,0.101,0.205
13-Apr,17,0.022,0.199
13-Apr,18,0.000,0.213
13-Apr,19,0.000,0.242
13-Apr,20,0.000,0.253
13-Apr,21,0.000,0.252
13-Apr,22,0.000,0.240
13-Apr,23,0.000,0.235
14-Apr,0,0.000,0.220
14-Apr,1,0.000,0.208
14-Apr,2,0.000,0.198
14-Apr,3,0.000,0.190
14-Apr,4,0.002,0.193
14-Apr,5,0.041,0.190
14-Apr,6,0.143,0.164
14-Apr,7,0.277,0.159
14-Apr,8,0.410,0.173
14-Apr,9,0.498,0.199
14-Apr,10,0.516,0.229
14-Apr,11,0.478,0.257
14-Apr,12,0.418,0.272
14-Apr,13,0.348,0.281
14-Apr,14,0.262,0.287
14-Apr,15,0.170,0.293
14-Apr,16,0.079,0.278
14-Apr,17,0.017,0.267
14-Apr,18,0.000,0.269
14-Apr,19,0.000,0.276
14-Apr,20,0.000,0.272
14-Apr,21,0.000,0.269
14-Apr,22,0.000,0.257
14-Apr,23,0.000,0.246
15-Apr,0,0.000,0.238
15-Apr,1,0.000,0.244
15-Apr,2,0.000,0.242
15-Apr,3,0.000,0.243
15-Apr,4,0.005,0.239
15-Apr,5,0.079,0.220
15-Apr,6,0.249,0.183
15-Apr,7,0.471,0.144
15-Apr,8,0.671,0.123
15-Apr,9,0.821,0.140
15-Apr,10,0.915,0.190
15-Apr,11,0.940,0.241
15-Apr,12,0.899,0.251
15-Apr,13,0.800,0.256
15-Apr,14,0.639,0.263
15-Apr,15,0.423,0.302
15-Apr,16,0.195,0.337
15-Apr,17,0.042,0.340
15-Apr,18,0.001,0.406
15-Apr,19,0.000,0.490
15-Apr,20,0.000,0.518
15-Apr,21,0.000,0.506
15-Apr,22,0.000,0.469
15-Apr,23,0.000,0.438
16-Apr,0,0.000,0.408
16-Apr,1,0.000,0.378
16-Apr,2,0.000,0.357
16-Apr,3,0.000,0.346
16-Apr,4,0.007,0.351
16-Apr,5,0.102,0.310
16-Apr,6,0.306,0.237
16-Apr,7,0.540,0.159
16-Apr,8,0.730,0.144
16-Apr,9,0.855,0.186
16-Apr,10,0.919,0.249
16-Apr,11,0.911,0.273
16-Apr,12,0.839,0.271
16-Apr,13,0.720,0.266
16-Apr,14,0.553,0.267
16-Apr,15,0.349,0.281
16-Apr,16,0.153,0.301
16-Apr,17,0.031,0.307
16-Apr,18,0.001,0.371
16-Apr,19,0.000,0.431
16-Apr,20,0.000,0.449
16-Apr,21,0.000,0.455
16-Apr,22,0.000,0.429
16-Apr,23,0.000,0.404
17-Apr,0,0.000,0.379
17-Apr,1,0.000,0.349
17-Apr,2,0.000,0.323
17-Apr,3,0.000,0.309
17-Apr,4,0.008,0.311
17-Apr,5,0.089,0.274
17-Apr,6,0.253,0.193
17-Apr,7,0.435,0.134
17-Apr,8,0.587,0.151
17-Apr,9,0.715,0.218
17-Apr,10,0.798,0.244
17-Apr,11,0.822,0.235
17-Apr,12,0.798,0.222
17-Apr,13,0.716,0.211
17-Apr,14,0.564,0.215
17-Apr,15,0.372,0.223
17-Apr,16,0.176,0.240
17-Apr,17,0.041,0.251
17-Apr,18,0.001,0.326
17-Apr,19,0.000,0.416
17-Apr,20,0.000,0.443
17-Apr,21,0.000,0.435
17-Apr,22,0.000,0.414
17-Apr,23,0.000,0.396
18-Apr,0,0.000,0.380
18-Apr,1,0.000,0.362
18-Apr,2,0.000,0.351
18-Apr,3,0.000,0.342
18-Apr,4,0.009,0.347
18-Apr,5,0.107,0.311
18-Apr,6,0.309,0.218
18-Apr,7,0.542,0.145
18-Apr,8,0.736,0.160
18-Apr,9,0.866,0.228
18-Apr,10,0.936,0.330
18-Apr,11,0.947,0.412
18-Apr,12,0.897,0.406
18-Apr,13,0.793,0.418
18-Apr,14,0.633,0.423
18-Apr,15,0.421,0.425
18-Apr,16,0.199,0.412
18-Apr,17,0.048,0.374
18-Apr,18,0.001,0.406
18-Apr,19,0.000,0.478
18-Apr,20,0.000,0.501
18-Apr,21,0.000,0.496
18-Apr,22,0.000,0.467
18-Apr,23,0.000,0.440
19-Apr,0,0.000,0.413
19-Apr,1,0.000,0.391
19-Apr,2,0.000,0.375
19-Apr,3,0.000,0.355
19-Apr,4,0.010,0.338
19-Apr,5,0.113,0.300
19-Apr,6,0.323,0.199
19-Apr,7,0.556,0.107
19-Apr,8,0.747,0.103
19-Apr,9,0.875,0.126
19-Apr,10,0.942,0.178
19-Apr,11,0.952,0.214
19-Apr,12,0.905,0.204
19-Apr,13,0.800,0.199
19-Apr,14,0.640,0.198
19-Apr,15,0.429,0.204
19-Apr,16,0.205,0.218
19-Apr,17,0.050,0.216
19-Apr,18,0.002,0.264
19-Apr,19,0.000,0.321
19-Apr,20,0.000,0.331
19-Apr,21,0.000,0.314
19-Apr,22,0.000,0.301
19-Apr,23,0.000,0.279
20-Apr,0,0.000,0.247
20-Apr,1,0.000,0.215
20-Apr,2,0.000,0.189
20-Apr,3,0.000,0.171
20-Apr,4,0.011,0.165
20-Apr,5,0.118,0.149
20-Apr,6,0.328,0.099
20-Apr,7,0.559,0.046
20-Apr,8,0.746,0.037
20-Apr,9,0.870,0.055
20-Apr,10,0.936,0.078
20-Apr,11,0.946,0.086
20-Apr,12,0.899,0.080
20-Apr,13,0.799,0.076
20-Apr,14,0.644,0.082
20-Apr,15,0.435,0.097
20-Apr,16,0.211,0.121
20-Apr,17,0.052,0.147
20-Apr,18,0.002,0.205
20-Apr,19,0.000,0.273
20-Apr,20,0.000,0.293
20-Apr,21,0.000,0.283
20-Apr,22,0.000,0.256
20-Apr,23,0.000,0.223
21-Apr,0,0.000,0.186
21-Apr,1,0.000,0.160
21-Apr,2,0.000,0.137
21-Apr,3,0.000,0.121
21-Apr,4,0.012,0.118
21-Apr,5,0.124,0.110
21-Apr,6,0.336,0.078
21-Apr,7,0.566,0.031
21-Apr,8,0.749,0.018
21-Apr,9,0.875,0.034
21-Apr,10,0.941,0.049
21-Apr,11,0.949,0.045
21-Apr,12,0.902,0.038
21-Apr,13,0.801,0.037
21-Apr,14,0.645,0.040
21-Apr,15,0.437,0.051
21-Apr,16,0.211,0.071
21-Apr,17,0.052,0.098
21-Apr,18,0.002,0.164
21-Apr,19,0.000,0.256
21-Apr,20,0.000,0.311
21-Apr,21,0.000,0.351
21-Apr,22,0.000,0.364
21-Apr,23,0.000,0.363
22-Apr,0,0.000,0.354
22-Apr,1,0.000,0.363
22-Apr,2,0.000,0.371
22-Apr,3,0.000,0.372
22-Apr,4,0.014,0.384
22-Apr,5,0.127,0.349
22-Apr,6,0.338,0.258
22-Apr,7,0.564,0.199
22-Apr,8,0.749,0.243
22-Apr,9,0.869,0.318
22-Apr,10,0.933,0.303
22-Apr,11,0.933,0.266
22-Apr,12,0.881,0.284
22-Apr,13,0.785,0.336
22-Apr,14,0.630,0.412
22-Apr,15,0.422,0.528
22-Apr,16,0.206,0.576
22-Apr,17,0.054,0.584
22-Apr,18,0.002,0.658
22-Apr,19,0.000,0.716
22-Apr,20,0.000,0.719
22-Apr,21,0.000,0.675
22-Apr,22,0.000,0.633
22-Apr,23,0.000,0.620
23-Apr,0,0.000,0.618
23-Apr,1,0.000,0.611
23-Apr,2,0.000,0.609
23-Apr,3,0.000,0.664
23-Apr,4,0.015,0.691
23-Apr,5,0.116,0.675
23-Apr,6,0.291,0.665
23-Apr,7,0.482,0.655
23-Apr,8,0.643,0.649
23-Apr,9,0.747,0.624
23-Apr,10,0.791,0.599
23-Apr,11,0.763,0.603
23-Apr,12,0.677,0.608
23-Apr,13,0.554,0.623
23-Apr,14,0.406,0.640
23-Apr,15,0.264,0.648
23-Apr,16,0.136,0.645
23-Apr,17,0.041,0.616
23-Apr,18,0.002,0.622
23-Apr,19,0.000,0.622
23-Apr,20,0.000,0.593
23-Apr,21,0.000,0.569
23-Apr,22,0.000,0.547
23-Apr,23,0.000,0.509
24-Apr,0,0.000,0.473
24-Apr,1,0.000,0.432
24-Apr,2,0.000,0.401
24-Apr,3,0.000,0.390
24-Apr,4,0.013,0.386
24-Apr,5,0.103,0.372
24-Apr,6,0.267,0.321
24-Apr,7,0.474,0.285
24-Apr,8,0.658,0.252
24-Apr,9,0.800,0.228
24-Apr,10,0.872,0.223
24-Apr,11,0.884,0.235
24-Apr,12,0.823,0.251
24-Apr,13,0.690,0.271
24-Apr,14,0.510,0.304
24-Apr,15,0.315,0.364
24-Apr,16,0.146,0.430
24-Apr,17,0.039,0.459
24-Apr,18,0.002,0.531
24-Apr,19,0.000,0.583
24-Apr,20,0.000,0.570
24-Apr,21,0.000,0.534
24-Apr,22,0.000,0.473
24-Apr,23,0.000,0.385
25-Apr,0,0.000,0.319
25-Apr,1,0.000,0.264
25-Apr,2,0.000,0.246
25-Apr,3,0.000,0.277
25-Apr,4,0.017,0.280
25-Apr,5,0.127,0.255
25-Apr,6,0.329,0.208
25-Apr,7,0.539,0.179
25-Apr,8,0.702,0.181
25-Apr,9,0.800,0.207
25-Apr,10,0.836,0.226
25-Apr,11,0.824,0.257
25-Apr,12,0.780,0.277
25-Apr,13,0.676,0.272
25-Apr,14,0.525,0.268
25-Apr,15,0.342,0.262
25-Apr,16,0.170,0.250
25-Apr,17,0.049,0.246
25-Apr,18,0.003,0.289
25-Apr,19,0.000,0.378
25-Apr,20,0.000,0.429
25-Apr,21,0.000,0.424
25-Apr,22,0.000,0.385
25-Apr,23,0.000,0.334
26-Apr,0,0.000,0.279
26-Apr,1,0.000,0.249
26-Apr,2,0.000,0.239
26-Apr,3,0.000,0.250
26-Apr,4,0.015,0.244
26-Apr,5,0.092,0.211
26-Apr,6,0.207,0.179
26-Apr,7,0.311,0.189
26-Apr,8,0.380,0.200
26-Apr,9,0.411,0.204
26-Apr,10,0.413,0.216
26-Apr,11,0.396,0.230
26-Apr,12,0.349,0.250
26-Apr,13,0.299,0.269
26-Apr,14,0.237,0.284
26-Apr,15,0.178,0.282
26-Apr,16,0.103,0.269
26-Apr,17,0.034,0.286
26-Apr,18,0.003,0.277
26-Apr,19,0.000,0.278
26-Apr,20,0.000,0.275
26-Apr,21,0.000,0.263
26-Apr,22,0.000,0.266
26-Apr,23,0.000,0.289
27-Apr,0,0.000,0.293
27-Apr,1,0.000,0.293
27-Apr,2,0.000,0.282
27-Apr,3,0.000,0.260
27-Apr,4,0.012,0.247
27-Apr,5,0.081,0.222
27-Apr,6,0.196,0.177
27-Apr,7,0.330,0.172
27-Apr,8,0.424,0.185
27-Apr,9,0.467,0.211
27-Apr,10,0.482,0.235
27-Apr,11,0.481,0.236
27-Apr,12,0.455,0.248
27-Apr,13,0.390,0.252
27-Apr,14,0.309,0.242
27-Apr,15,0.217,0.224
27-Apr,16,0.112,0.188
27-Apr,17,0.037,0.183
27-Apr,18,0.003,0.179
27-Apr,19,0.000,0.179
27-Apr,20,0.000,0.189
27-Apr,21,0.000,0.202
27-Apr,22,0.000,0.209
27-Apr,23,0.000,0.217
28-Apr,0,0.000,0.222
28-Apr,1,0.000,0.227
28-Apr,2,0.000,0.208
28-Apr,3,0.000,0.186
28-Apr,4,0.012,0.165
28-Apr,5,0.072,0.138
28-Apr,6,0.166,0.105
28-Apr,7,0.268,0.091
28-Apr,8,0.359,0.076
28-Apr,9,0.432,0.069
28-Apr,10,0.491,0.074
28-Apr,11,0.520,0.070
28-Apr,12,0.509,0.062
28-Apr,13,0.464,0.056
28-Apr,14,0.403,0.057
28-Apr,15,0.299,0.056
28-Apr,16,0.174,0.053
28-Apr,17,0.060,0.050
28-Apr,18,0.005,0.052
28-Apr,19,0.000,0.061
28-Apr,20,0.000,0.068
28-Apr,21,0.000,0.080
28-Apr,22,0.000,0.090
28-Apr,23,0.000,0.100
29-Apr,0,0.000,0.117
29-Apr,1,0.000,0.132
29-Apr,2,0.000,0.138
29-Apr,3,0.000,0.153
29-Apr,4,0.012,0.171
29-Apr,5,0.077,0.183
29-Apr,6,0.174,0.188
29-Apr,7,0.275,0.197
29-Apr,8,0.357,0.222
29-Apr,9,0.391,0.247
29-Apr,10,0.391,0.264
29-Apr,11,0.383,0.272
29-Apr,12,0.359,0.285
29-Apr,13,0.305,0.293
29-Apr,14,0.235,0.308
29-Apr,15,0.162,0.314
29-Apr,16,0.084,0.319
29-Apr,17,0.026,0.308
29-Apr,18,0.002,0.287
29-Apr,19,0.000,0.282
29-Apr,20,0.000,0.263
29-Apr,21,0.000,0.239
29-Apr,22,0.000,0.219
29-Apr,23,0.000,0.199
30-Apr,0,0.000,0.190
30-Apr,1,0.000,0.186
30-Apr,2,0.000,0.190
30-Apr,3,0.000,0.196
30-Apr,4,0.016,0.193
30-Apr,5,0.097,0.155
30-Apr,6,0.232,0.107
30-Apr,7,0.392,0.087
30-Apr,8,0.557,0.085
30-Apr,9,0.695,0.093
30-Apr,10,0.782,0.099
30-Apr,11,0.805,0.114
30-Apr,12,0.776,0.132
30-Apr,13,0.690,0.145
30-Apr,14,0.564,0.153
30-Apr,15,0.392,0.158
30-Apr,16,0.208,0.160
30-Apr,17,0.067,0.145
30-Apr,18,0.006,0.143
30-Apr,19,0.000,0.162
30-Apr,20,0.000,0.173
30-Apr,21,0.000,0.165
30-Apr,22,0.000,0.150
30-Apr,23,0.000,0.140
1-May,0,0.000,0.137
1-May,1,0.000,0.145
1-May,2,0.000,0.155
1-May,3,0.000,0.169
1-May,4,0.020,0.179
1-May,5,0.107,0.178
1-May,6,0.246,0.179
1-May,7,0.408,0.177
1-May,8,0.557,0.178
1-May,9,0.656,0.194
1-May,10,0.706,0.208
1-May,11,0.719,0.228
1-May,12,0.703,0.256
1-May,13,0.641,0.272
1-May,14,0.523,0.290
1-May,15,0.370,0.301
1-May,16,0.201,0.290
1-May,17,0.065,0.272
1-May,18,0.006,0.254
1-May,19,0.000,0.259
1-May,20,0.000,0.259
1-May,21,0.000,0.259
1-May,22,0.000,0.261
1-May,23,0.000,0.268
2-May,0,0.000,0.282
2-May,1,0.000,0.295
2-May,2,0.000,0.318
2-May,3,0.000,0.338
2-May,4,0.021,0.348
2-May,5,0.113,0.332
2-May,6,0.253,0.320
2-May,7,0.407,0.313
2-May,8,0.557,0.313
2-May,9,0.667,0.334
2-May,10,0.681,0.374
2-May,11,0.650,0.400
2-May,12,0.588,0.422
2-May,13,0.494,0.424
2-May,14,0.384,0.418
2-May,15,0.258,0.404
2-May,16,0.131,0.371
2-May,17,0.041,0.354
2-May,18,0.004,0.351
2-May,19,0.000,0.367
2-May,20,0.000,0.379
2-May,21,0.000,0.376
2-May,22,0.000,0.365
2-May,23,0.000,0.344
3-May,0,0.000,0.330
3-May,1,0.000,0.313
3-May,2,0.000,0.307
3-May,3,0.000,0.295
3-May,4,0.016,0.289
3-May,5,0.081,0.252
3-May,6,0.191,0.255
3-May,7,0.308,0.292
3-May,8,0.393,0.303
3-May,9,0.444,0.299
3-May,10,0.485,0.328
3-May,11,0.496,0.343
3-May,12,0.463,0.361
3-May,13,0.397,0.376
3-May,14,0.316,0.381
3-May,15,0.225,0.380
3-May,16,0.126,0.343
3-May,17,0.046,0.295
3-May,18,0.004,0.266
3-May,19,0.000,0.242
3-May,20,0.000,0.241
3-May,21,0.000,0.247
3-May,22,0.000,0.235
3-May,23,0.000,0.237
4-May,0,0.000,0.245
4-May,1,0.000,0.244
4-May,2,0.000,0.241
4-May,3,0.000,0.247
4-May,4,0.017,0.245
4-May,5,0.079,0.234
4-May,6,0.174,0.227
4-May,7,0.272,0.233
4-May,8,0.337,0.237
4-May,9,0.384,0.220
4-May,10,0.422,0.221
4-May,11,0.420,0.231
4-May,12,0.412,0.243
4-May,13,0.383,0.256
4-May,14,0.324,0.280
4-May,15,0.249,0.276
4-May,16,0.154,0.246
4-May,17,0.060,0.209
4-May,18,0.007,0.176
4-May,19,0.000,0.168
4-May,20,0.000,0.168
4-May,21,0.000,0.182
4-May,22,0.000,0.197
4-May,23,0.000,0.199
5-May,0,0.000,0.189
5-May,1,0.000,0.178
5-May,2,0.000,0.157
5-May,3,0.001,0.145
5-May,4,0.027,0.130
5-May,5,0.124,0.105
5-May,6,0.260,0.076
5-May,7,0.406,0.093
5-May,8,0.498,0.125
5-May,9,0.549,0.149
5-May,10,0.554,0.166
5-May,11,0.534,0.167
5-May,12,0.518,0.180
5-May,13,0.473,0.192
5-May,14,0.391,0.204
5-May,15,0.284,0.205
5-May,16,0.167,0.194
5-May,17,0.065,0.169
5-May,18,0.008,0.141
5-May,19,0.000,0.149
5-May,20,0.000,0.177
5-May,21,0.000,0.192
5-May,22,0.000,0.209
5-May,23,0.000,0.226
6-May,0,0.000,0.246
6-May,1,0.000,0.259
6-May,2,0.000,0.267
6-May,3,0.001,0.261
6-May,4,0.029,0.247
6-May,5,0.134,0.208
