Date,Hour,PV Generation (MW),Wind Generation (MW)
6-Feb,0,0.000,0.205
6-Feb,1,0.000,0.208
6-Feb,2,0.000,0.226
6-Feb,3,0.000,0.245
6-Feb,4,0.000,0.262
6-Feb,5,0.000,0.298
6-Feb,6,0.001,0.322
6-Feb,7,0.035,0.340
6-Feb,8,0.125,0.336
6-Feb,9,0.218,0.321
6-Feb,10,0.289,0.310
6-Feb,11,0.320,0.299
6-Feb,12,0.306,0.285
6-Feb,13,0.245,0.264
6-Feb,14,0.149,0.257
6-Feb,15,0.044,0.268
6-Feb,16,0.002,0.284
6-Feb,17,0.000,0.288
6-Feb,18,0.000,0.290
6-Feb,19,0.000,0.281
6-Feb,20,0.000,0.263
6-Feb,21,0.000,0.253
6-Feb,22,0.000,0.252
6-Feb,23,0.000,0.259
7-Feb,0,0.000,0.274
7-Feb,1,0.000,0.293
7-Feb,2,0.000,0.327
7-Feb,3,0.000,0.363
7-Feb,4,0.000,0.394
7-Feb,5,0.000,0.446
7-Feb,6,0.001,0.487
7-Feb,7,0.019,0.515
7-Feb,8,0.062,0.528
7-Feb,9,0.108,0.527
7-Feb,10,0.148,0.531
7-Feb,11,0.168,0.534
7-Feb,12,0.155,0.529
7-Feb,13,0.119,0.537
7-Feb,14,0.073,0.547
7-Feb,15,0.024,0.561
7-Feb,16,0.001,0.599
7-Feb,17,0.000,0.644
7-Feb,18,0.000,0.681
7-Feb,19,0.000,0.700
7-Feb,20,0.000,0.696
7-Feb,21,0.000,0.664
7-Feb,22,0.000,0.657
7-Feb,23,0.000,0.641
8-Feb,0,0.000,0.626
8-Feb,1,0.000,0.610
8-Feb,2,0.000,0.601
8-Feb,3,0.000,0.589
8-Feb,4,0.000,0.588
8-Feb,5,0.000,0.608
8-Feb,6,0.001,0.603
8-Feb,7,0.040,0.594
8-Feb,8,0.141,0.583
8-Feb,9,0.242,0.595
8-Feb,10,0.317,0.612
8-Feb,11,0.332,0.643
8-Feb,12,0.303,0.660
8-Feb,13,0.230,0.657
8-Feb,14,0.125,0.644
8-Feb,15,0.031,0.643
8-Feb,16,0.001,0.680
8-Feb,17,0.000,0.728
8-Feb,18,0.000,0.765
8-Feb,19,0.000,0.792
8-Feb,20,0.000,0.810
8-Feb,21,0.000,0.788
8-Feb,22,0.000,0.793
8-Feb,23,0.000,0.787
9-Feb,0,0.000,0.789
9-Feb,1,0.000,0.794
9-Feb,2,0.000,0.801
9-Feb,3,0.000,0.795
9-Feb,4,0.000,0.804
9-Feb,5,0.000,0.840
9-Feb,6,0.001,0.849
9-Feb,7,0.036,0.862
9-Feb,8,0.136,0.867
9-Feb,9,0.264,0.889
9-Feb,10,0.339,0.899
9-Feb,11,0.338,0.909
9-Feb,12,0.304,0.907
9-Feb,13,0.237,0.900
9-Feb,14,0.128,0.885
9-Feb,15,0.035,0.865
9-Feb,16,0.001,0.864
9-Feb,17,0.000,0.856
9-Feb,18,0.000,0.844
9-Feb,19,0.000,0.813
9-Feb,20,0.000,0.775
9-Feb,21,0.000,0.714
9-Feb,22,0.000,0.664
9-Feb,23,0.000,0.626
10-Feb,0,0.000,0.580
10-Feb,1,0.000,0.576
10-Feb,2,0.000,0.583
10-Feb,3,0.000,0.581
10-Feb,4,0.000,0.593
10-Feb,5,0.000,0.626
10-Feb,6,0.001,0.645
10-Feb,7,0.027,0.668
10-Feb,8,0.069,0.683
10-Feb,9,0.108,0.709
10-Feb,10,0.148,0.728
10-Feb,11,0.154,0.742
10-Feb,12,0.134,0.740
10-Feb,13,0.102,0.738
10-Feb,14,0.048,0.743
10-Feb,15,0.013,0.770
10-Feb,16,0.000,0.787
10-Feb,17,0.000,0.785
10-Feb,18,0.000,0.775
10-Feb,19,0.000,0.767
10-Feb,20,0.000,0.781
10-Feb,21,0.000,0.786
10-Feb,22,0.000,0.784
10-Feb,23,0.000,0.781
11-Feb,0,0.000,0.777
11-Feb,1,0.000,0.777
11-Feb,2,0.000,0.769
11-Feb,3,0.000,0.758
11-Feb,4,0.000,0.746
11-Feb,5,0.000,0.757
11-Feb,6,0.001,0.753
11-Feb,7,0.021,0.740
11-Feb,8,0.080,0.727
11-Feb,9,0.145,0.736
11-Feb,10,0.189,0.754
11-Feb,11,0.222,0.756
11-Feb,12,0.229,0.757
11-Feb,13,0.201,0.751
11-Feb,14,0.136,0.719
11-Feb,15,0.045,0.666
11-Feb,16,0.002,0.669
11-Feb,17,0.000,0.665
11-Feb,18,0.000,0.641
11-Feb,19,0.000,0.596
11-Feb,20,0.000,0.568
11-Feb,21,0.000,0.534
11-Feb,22,0.000,0.539
11-Feb,23,0.000,0.547
12-Feb,0,0.000,0.555
12-Feb,1,0.000,0.546
12-Feb,2,0.000,0.539
12-Feb,3,0.000,0.525
12-Feb,4,0.000,0.483
12-Feb,5,0.000,0.462
12-Feb,6,0.001,0.443
12-Feb,7,0.030,0.395
12-Feb,8,0.102,0.353
12-Feb,9,0.191,0.327
12-Feb,10,0.244,0.318
12-Feb,11,0.261,0.309
12-Feb,12,0.245,0.292
12-Feb,13,0.207,0.254
12-Feb,14,0.141,0.231
12-Feb,15,0.052,0.206
12-Feb,16,0.004,0.215
12-Feb,17,0.000,0.268
12-Feb,18,0.000,0.345
12-Feb,19,0.000,0.396
12-Feb,20,0.000,0.429
12-Feb,21,0.000,0.438
12-Feb,22,0.000,0.453
12-Feb,23,0.000,0.446
13-Feb,0,0.000,0.445
13-Feb,1,0.000,0.464
13-Feb,2,0.000,0.470
13-Feb,3,0.000,0.461
13-Feb,4,0.000,0.460
13-Feb,5,0.000,0.461
13-Feb,6,0.003,0.445
13-Feb,7,0.061,0.424
13-Feb,8,0.181,0.399
13-Feb,9,0.304,0.385
13-Feb,10,0.380,0.359
13-Feb,11,0.404,0.347
13-Feb,12,0.379,0.325
13-Feb,13,0.308,0.300
13-Feb,14,0.192,0.287
13-Feb,15,0.069,0.273
13-Feb,16,0.006,0.269
13-Feb,17,0.000,0.287
13-Feb,18,0.000,0.297
13-Feb,19,0.000,0.291
13-Feb,20,0.000,0.272
13-Feb,21,0.000,0.261
13-Feb,22,0.000,0.240
13-Feb,23,0.000,0.221
14-Feb,0,0.000,0.207
14-Feb,1,0.000,0.176
14-Feb,2,0.000,0.152
14-Feb,3,0.000,0.140
14-Feb,4,0.000,0.136
14-Feb,5,0.000,0.138
14-Feb,6,0.004,0.123
14-Feb,7,0.076,0.113
14-Feb,8,0.223,0.109
14-Feb,9,0.376,0.087
14-Feb,10,0.519,0.077
14-Feb,11,0.581,0.078
14-Feb,12,0.567,0.075
14-Feb,13,0.474,0.066
14-Feb,14,0.315,0.058
14-Feb,15,0.121,0.050
14-Feb,16,0.009,0.065
14-Feb,17,0.000,0.095
14-Feb,18,0.000,0.134
14-Feb,19,0.000,0.163
14-Feb,20,0.000,0.189
14-Feb,21,0.000,0.183
14-Feb,22,0.000,0.171
14-Feb,23,0.000,0.159
15-Feb,0,0.000,0.151
15-Feb,1,0.000,0.138
15-Feb,2,0.000,0.128
15-Feb,3,0.000,0.120
15-Feb,4,0.000,0.118
15-Feb,5,0.000,0.125
15-Feb,6,0.008,0.130
15-Feb,7,0.132,0.130
15-Feb,8,0.351,0.122
15-Feb,9,0.534,0.098
15-Feb,10,0.646,0.064
15-Feb,11,0.678,0.043
15-Feb,12,0.639,0.038
15-Feb,13,0.526,0.035
15-Feb,14,0.349,0.040
15-Feb,15,0.137,0.058
15-Feb,16,0.011,0.118
15-Feb,17,0.000,0.201
15-Feb,18,0.000,0.270
15-Feb,19,0.000,0.318
15-Feb,20,0.000,0.347
15-Feb,21,0.000,0.355
15-Feb,22,0.000,0.365
15-Feb,23,0.000,0.369
16-Feb,0,0.000,0.365
16-Feb,1,0.000,0.370
16-Feb,2,0.000,0.383
16-Feb,3,0.000,0.387
16-Feb,4,0.000,0.393
16-Feb,5,0.000,0.417
16-Feb,6,0.009,0.426
16-Feb,7,0.143,0.408
16-Feb,8,0.363,0.356
16-Feb,9,0.545,0.252
16-Feb,10,0.656,0.172
16-Feb,11,0.683,0.151
16-Feb,12,0.638,0.151
16-Feb,13,0.524,0.147
16-Feb,14,0.345,0.139
16-Feb,15,0.135,0.144
16-Feb,16,0.011,0.187
16-Feb,17,0.000,0.236
16-Feb,18,0.000,0.271
16-Feb,19,0.000,0.281
16-Feb,20,0.000,0.275
16-Feb,21,0.000,0.250
16-Feb,22,0.000,0.223
16-Feb,23,0.000,0.190
17-Feb,0,0.000,0.153
17-Feb,1,0.000,0.132
17-Feb,2,0.000,0.123
17-Feb,3,0.000,0.114
17-Feb,4,0.000,0.105
17-Feb,5,0.000,0.106
17-Feb,6,0.011,0.116
17-Feb,7,0.139,0.134
17-Feb,8,0.335,0.142
17-Feb,9,0.507,0.116
17-Feb,10,0.615,0.082
17-Feb,11,0.651,0.066
17-Feb,12,0.611,0.062
17-Feb,13,0.506,0.059
17-Feb,14,0.337,0.058
17-Feb,15,0.139,0.071
17-Feb,16,0.015,0.120
17-Feb,17,0.000,0.195
17-Feb,18,0.000,0.251
17-Feb,19,0.000,0.278
17-Feb,20,0.000,0.294
17-Feb,21,0.000,0.302
17-Feb,22,0.000,0.306
17-Feb,23,0.000,0.296
18-Feb,0,0.000,0.284
18-Feb,1,0.000,0.263
18-Feb,2,0.000,0.237
18-Feb,3,0.000,0.218
18-Feb,4,0.000,0.202
18-Feb,5,0.000,0.191
18-Feb,6,0.012,0.178
18-Feb,7,0.159,0.161
18-Feb,8,0.377,0.130
18-Feb,9,0.550,0.081
18-Feb,10,0.656,0.050
18-Feb,11,0.687,0.049
18-Feb,12,0.648,0.062
18-Feb,13,0.538,0.068
18-Feb,14,0.360,0.069
18-Feb,15,0.145,0.078
18-Feb,16,0.014,0.116
18-Feb,17,0.000,0.178
18-Feb,18,0.000,0.234
18-Feb,19,0.000,0.287
18-Feb,20,0.000,0.334
18-Feb,21,0.000,0.366
18-Feb,22,0.000,0.387
18-Feb,23,0.000,0.404
19-Feb,0,0.000,0.433
19-Feb,1,0.000,0.443
19-Feb,2,0.000,0.438
19-Feb,3,0.000,0.428
19-Feb,4,0.000,0.453
19-Feb,5,0.000,0.475
19-Feb,6,0.011,0.470
19-Feb,7,0.102,0.469
19-Feb,8,0.218,0.447
19-Feb,9,0.300,0.447
19-Feb,10,0.335,0.472
19-Feb,11,0.326,0.505
19-Feb,12,0.308,0.511
19-Feb,13,0.262,0.512
19-Feb,14,0.171,0.507
19-Feb,15,0.071,0.492
19-Feb,16,0.007,0.476
19-Feb,17,0.000,0.476
19-Feb,18,0.000,0.476
19-Feb,19,0.000,0.478
19-Feb,20,0.000,0.465
19-Feb,21,0.000,0.439
19-Feb,22,0.000,0.417
19-Feb,23,0.000,0.402
20-Feb,0,0.000,0.392
20-Feb,1,0.000,0.379
20-Feb,2,0.000,0.365
20-Feb,3,0.000,0.337
20-Feb,4,0.000,0.318
20-Feb,5,0.000,0.303
20-Feb,6,0.007,0.289
20-Feb,7,0.072,0.271
20-Feb,8,0.184,0.242
20-Feb,9,0.302,0.208
20-Feb,10,0.399,0.205
20-Feb,11,0.425,0.218
20-Feb,12,0.390,0.230
20-Feb,13,0.313,0.238
20-Feb,14,0.199,0.224
20-Feb,15,0.083,0.198
20-Feb,16,0.011,0.178
20-Feb,17,0.000,0.187
20-Feb,18,0.000,0.210
20-Feb,19,0.000,0.231
20-Feb,20,0.000,0.249
20-Feb,21,0.000,0.265
20-Feb,22,0.000,0.282
20-Feb,23,0.000,0.299
21-Feb,0,0.000,0.309
21-Feb,1,0.000,0.319
21-Feb,2,0.000,0.327
21-Feb,3,0.000,0.323
21-Feb,4,0.000,0.326
21-Feb,5,0.000,0.340
21-Feb,6,0.008,0.333
21-Feb,7,0.085,0.319
21-Feb,8,0.194,0.296
21-Feb,9,0.292,0.291
21-Feb,10,0.352,0.295
21-Feb,11,0.355,0.322
21-Feb,12,0.307,0.362
21-Feb,13,0.226,0.366
21-Feb,14,0.140,0.333
21-Feb,15,0.052,0.311
21-Feb,16,0.007,0.295
21-Feb,17,0.000,0.305
21-Feb,18,0.000,0.328
21-Feb,19,0.000,0.349
21-Feb,20,0.000,0.351
21-Feb,21,0.000,0.338
21-Feb,22,0.000,0.335
21-Feb,23,0.000,0.317
22-Feb,0,0.000,0.305
22-Feb,1,0.000,0.285
22-Feb,2,0.000,0.275
22-Feb,3,0.000,0.248
22-Feb,4,0.000,0.237
22-Feb,5,0.000,0.239
22-Feb,6,0.004,0.241
22-Feb,7,0.033,0.240
22-Feb,8,0.089,0.238
22-Feb,9,0.152,0.227
22-Feb,10,0.218,0.185
22-Feb,11,0.254,0.139
22-Feb,12,0.263,0.118
22-Feb,13,0.240,0.101
22-Feb,14,0.169,0.088
22-Feb,15,0.076,0.080
22-Feb,16,0.010,0.087
22-Feb,17,0.000,0.120
22-Feb,18,0.000,0.165
22-Feb,19,0.000,0.188
22-Feb,20,0.000,0.213
22-Feb,21,0.000,0.229
22-Feb,22,0.000,0.240
22-Feb,23,0.000,0.255
23-Feb,0,0.000,0.269
23-Feb,1,0.000,0.271
23-Feb,2,0.000,0.238
23-Feb,3,0.000,0.204
23-Feb,4,0.000,0.186
23-Feb,5,0.000,0.185
23-Feb,6,0.021,0.197
23-Feb,7,0.168,0.186
23-Feb,8,0.375,0.153
23-Feb,9,0.553,0.113
23-Feb,10,0.660,0.098
23-Feb,11,0.683,0.086
23-Feb,12,0.628,0.077
23-Feb,13,0.504,0.068
23-Feb,14,0.330,0.068
23-Feb,15,0.135,0.076
23-Feb,16,0.017,0.110
23-Feb,17,0.000,0.180
23-Feb,18,0.000,0.234
23-Feb,19,0.000,0.266
23-Feb,20,0.000,0.277
23-Feb,21,0.000,0.258
23-Feb,22,0.000,0.228
23-Feb,23,0.000,0.199
24-Feb,0,0.000,0.173
24-Feb,1,0.000,0.155
24-Feb,2,0.000,0.146
24-Feb,3,0.000,0.142
24-Feb,4,0.000,0.145
24-Feb,5,0.000,0.143
24-Feb,6,0.024,0.132
24-Feb,7,0.180,0.110
24-Feb,8,0.380,0.080
24-Feb,9,0.516,0.041
24-Feb,10,0.593,0.021
24-Feb,11,0.633,0.015
24-Feb,12,0.614,0.014
24-Feb,13,0.525,0.014
24-Feb,14,0.387,0.012
24-Feb,15,0.174,0.013
24-Feb,16,0.024,0.026
24-Feb,17,0.000,0.047
24-Feb,18,0.000,0.078
24-Feb,19,0.000,0.097
24-Feb,20,0.000,0.102
24-Feb,21,0.000,0.103
24-Feb,22,0.000,0.105
24-Feb,23,0.000,0.097
25-Feb,0,0.000,0.086
25-Feb,1,0.000,0.079
25-Feb,2,0.000,0.091
25-Feb,3,0.000,0.102
25-Feb,4,0.000,0.105
25-Feb,5,0.000,0.106
25-Feb,6,0.026,0.103
25-Feb,7,0.190,0.083
25-Feb,8,0.403,0.073
25-Feb,9,0.579,0.043
25-Feb,10,0.684,0.026
25-Feb,11,0.714,0.027
25-Feb,12,0.672,0.040
25-Feb,13,0.560,0.053
25-Feb,14,0.384,0.060
25-Feb,15,0.168,0.056
25-Feb,16,0.026,0.073
25-Feb,17,0.000,0.121
25-Feb,18,0.000,0.162
25-Feb,19,0.000,0.189
25-Feb,20,0.000,0.192
25-Feb,21,0.000,0.179
25-Feb,22,0.000,0.175
25-Feb,23,0.000,0.162
26-Feb,0,0.000,0.152
26-Feb,1,0.000,0.149
26-Feb,2,0.000,0.149
26-Feb,3,0.000,0.149
26-Feb,4,0.000,0.141
26-Feb,5,0.000,0.130
26-Feb,6,0.026,0.118
26-Feb,7,0.187,0.092
26-Feb,8,0.394,0.058
26-Feb,9,0.557,0.030
26-Feb,10,0.649,0.017
26-Feb,11,0.664,0.016
26-Feb,12,0.614,0.022
26-Feb,13,0.513,0.030
26-Feb,14,0.360,0.034
26-Feb,15,0.170,0.032
26-Feb,16,0.029,0.037
26-Feb,17,0.000,0.050
26-Feb,18,0.000,0.057
26-Feb,19,0.000,0.051
26-Feb,20,0.000,0.050
26-Feb,21,0.000,0.048
26-Feb,22,0.000,0.045
26-Feb,23,0.000,0.042
27-Feb,0,0.000,0.045
27-Feb,1,0.000,0.048
27-Feb,2,0.000,0.050
27-Feb,3,0.000,0.058
27-Feb,4,0.000,0.062
27-Feb,5,0.000,0.076
27-Feb,6,0.037,0.085
27-Feb,7,0.221,0.085
27-Feb,8,0.448,0.081
27-Feb,9,0.616,0.062
27-Feb,10,0.715,0.041
27-Feb,11,0.742,0.031
27-Feb,12,0.702,0.040
27-Feb,13,0.597,0.050
27-Feb,14,0.425,0.058
27-Feb,15,0.204,0.064
27-Feb,16,0.034,0.095
27-Feb,17,0.000,0.164
27-Feb,18,0.000,0.249
27-Feb,19,0.000,0.345
27-Feb,20,0.000,0.426
27-Feb,21,0.000,0.471
27-Feb,22,0.000,0.500
27-Feb,23,0.000,0.523
28-Feb,0,0.000,0.547
28-Feb,1,0.000,0.548
28-Feb,2,0.000,0.545
28-Feb,3,0.000,0.537
28-Feb,4,0.000,0.534
28-Feb,5,0.000,0.551
28-Feb,6,0.037,0.526
28-Feb,7,0.213,0.459
28-Feb,8,0.408,0.375
28-Feb,9,0.543,0.324
28-Feb,10,0.607,0.313
28-Feb,11,0.613,0.306
28-Feb,12,0.558,0.347
28-Feb,13,0.438,0.374
28-Feb,14,0.289,0.387
28-Feb,15,0.128,0.382
28-Feb,16,0.020,0.368
28-Feb,17,0.000,0.344
28-Feb,18,0.000,0.318
28-Feb,19,0.000,0.298
28-Feb,20,0.000,0.270
28-Feb,21,0.000,0.251
28-Feb,22,0.000,0.236
28-Feb,23,0.000,0.221
1-Mar,0,0.000,0.207
1-Mar,1,0.000,0.194
1-Mar,2,0.000,0.184
1-Mar,3,0.000,0.176
1-Mar,4,0.000,0.168
1-Mar,5,0.000,0.167
1-Mar,6,0.008,0.165
1-Mar,7,0.037,0.161
1-Mar,8,0.086,0.161
1-Mar,9,0.129,0.160
1-Mar,10,0.156,0.180
1-Mar,11,0.160,0.204
1-Mar,12,0.148,0.211
1-Mar,13,0.133,0.217
1-Mar,14,0.098,0.199
1-Mar,15,0.047,0.189
1-Mar,16,0.008,0.187
1-Mar,17,0.000,0.178
1-Mar,18,0.000,0.165
1-Mar,19,0.000,0.147
1-Mar,20,0.000,0.136
1-Mar,21,0.000,0.126
1-Mar,22,0.000,0.119
1-Mar,23,0.000,0.119
2-Mar,0,0.000,0.117
2-Mar,1,0.000,0.116
2-Mar,2,0.000,0.108
2-Mar,3,0.000,0.113
2-Mar,4,0.000,0.114
2-Mar,5,0.000,0.117
2-Mar,6,0.010,0.114
2-Mar,7,0.040,0.108
2-Mar,8,0.084,0.103
2-Mar,9,0.123,0.102
2-Mar,10,0.152,0.101
2-Mar,11,0.173,0.114
2-Mar,12,0.177,0.129
2-Mar,13,0.160,0.136
2-Mar,14,0.123,0.142
2-Mar,15,0.063,0.160
2-Mar,16,0.012,0.192
2-Mar,17,0.000,0.253
2-Mar,18,0.000,0.339
2-Mar,19,0.000,0.403
2-Mar,20,0.000,0.465
2-Mar,21,0.000,0.494
2-Mar,22,0.000,0.539
2-Mar,23,0.000,0.577
3-Mar,0,0.000,0.614
3-Mar,1,0.000,0.637
3-Mar,2,0.000,0.668
3-Mar,3,0.000,0.682
3-Mar,4,0.000,0.702
3-Mar,5,0.000,0.756
3-Mar,6,0.021,0.776
3-Mar,7,0.088,0.784
3-Mar,8,0.160,0.783
3-Mar,9,0.221,0.774
3-Mar,10,0.240,0.776
3-Mar,11,0.235,0.751
3-Mar,12,0.216,0.707
3-Mar,13,0.176,0.691
3-Mar,14,0.120,0.679
3-Mar,15,0.056,0.680
3-Mar,16,0.010,0.693
3-Mar,17,0.000,0.710
3-Mar,18,0.000,0.744
3-Mar,19,0.000,0.788
3-Mar,20,0.000,0.802
3-Mar,21,0.000,0.767
3-Mar,22,0.000,0.765
3-Mar,23,0.000,0.747
4-Mar,0,0.000,0.743
4-Mar,1,0.000,0.750
4-Mar,2,0.000,0.741
4-Mar,3,0.000,0.727
4-Mar,4,0.000,0.746
4-Mar,5,0.000,0.802
4-Mar,6,0.025,0.838
4-Mar,7,0.111,0.843
4-Mar,8,0.216,0.864
4-Mar,9,0.284,0.871
4-Mar,10,0.303,0.892
4-Mar,11,0.273,0.897
4-Mar,12,0.238,0.900
4-Mar,13,0.199,0.901
4-Mar,14,0.153,0.897
4-Mar,15,0.089,0.880
4-Mar,16,0.022,0.876
4-Mar,17,0.000,0.877
4-Mar,18,0.000,0.878
4-Mar,19,0.000,0.871
4-Mar,20,0.000,0.877
4-Mar,21,0.000,0.842
4-Mar,22,0.000,0.824
4-Mar,23,0.000,0.826
5-Mar,0,0.000,0.816
5-Mar,1,0.000,0.814
5-Mar,2,0.000,0.817
5-Mar,3,0.000,0.804
5-Mar,4,0.000,0.799
5-Mar,5,0.000,0.807
5-Mar,6,0.029,0.804
5-Mar,7,0.127,0.794
5-Mar,8,0.231,0.797
5-Mar,9,0.295,0.796
5-Mar,10,0.337,0.763
5-Mar,11,0.337,0.735
5-Mar,12,0.295,0.709
5-Mar,13,0.255,0.673
5-Mar,14,0.191,0.631
5-Mar,15,0.101,0.564
5-Mar,16,0.023,0.457
5-Mar,17,0.000,0.408
5-Mar,18,0.000,0.409
5-Mar,19,0.000,0.406
5-Mar,20,0.000,0.396
5-Mar,21,0.000,0.374
5-Mar,22,0.000,0.361
5-Mar,23,0.000,0.353
6-Mar,0,0.000,0.339
6-Mar,1,0.000,0.335
6-Mar,2,0.000,0.330
6-Mar,3,0.000,0.331
6-Mar,4,0.000,0.348
6-Mar,5,0.000,0.390
6-Mar,6,0.047,0.418
6-Mar,7,0.193,0.425
6-Mar,8,0.343,0.395
6-Mar,9,0.460,0.397
6-Mar,10,0.520,0.461
6-Mar,11,0.505,0.524
6-Mar,12,0.440,0.545
6-Mar,13,0.342,0.567
6-Mar,14,0.217,0.568
6-Mar,15,0.091,0.579
6-Mar,16,0.016,0.604
6-Mar,17,0.000,0.644
6-Mar,18,0.000,0.652
6-Mar,19,0.000,0.634
6-Mar,20,0.000,0.615
6-Mar,21,0.000,0.586
6-Mar,22,0.000,0.554
6-Mar,23,0.000,0.523
7-Mar,0,0.000,0.502
7-Mar,1,0.000,0.501
7-Mar,2,0.000,0.512
7-Mar,3,0.000,0.541
7-Mar,4,0.000,0.578
7-Mar,5,0.000,0.630
7-Mar,6,0.024,0.676
7-Mar,7,0.103,0.726
7-Mar,8,0.191,0.781
7-Mar,9,0.254,0.823
7-Mar,10,0.295,0.819
7-Mar,11,0.313,0.825
7-Mar,12,0.317,0.827
7-Mar,13,0.293,0.822
7-Mar,14,0.235,0.804
7-Mar,15,0.150,0.791
7-Mar,16,0.040,0.757
7-Mar,17,0.000,0.762
7-Mar,18,0.000,0.779
7-Mar,19,0.000,0.821
7-Mar,20,0.000,0.866
7-Mar,21,0.000,0.854
7-Mar,22,0.000,0.868
7-Mar,23,0.000,0.872
8-Mar,0,0.000,0.864
8-Mar,1,0.000,0.870
8-Mar,2,0.000,0.872
8-Mar,3,0.000,0.853
8-Mar,4,0.000,0.843
8-Mar,5,0.000,0.863
8-Mar,6,0.032,0.855
8-Mar,7,0.124,0.842
8-Mar,8,0.207,0.811
8-Mar,9,0.283,0.788
8-Mar,10,0.352,0.760
8-Mar,11,0.394,0.723
8-Mar,12,0.400,0.672
8-Mar,13,0.369,0.630
8-Mar,14,0.291,0.581
8-Mar,15,0.159,0.529
8-Mar,16,0.036,0.456
8-Mar,17,0.000,0.405
8-Mar,18,0.000,0.386
8-Mar,19,0.000,0.411
8-Mar,20,0.000,0.461
8-Mar,21,0.000,0.509
8-Mar,22,0.000,0.558
8-Mar,23,0.000,0.618
9-Mar,0,0.000,0.668
9-Mar,1,0.000,0.708
9-Mar,2,0.000,0.753
9-Mar,3,0.000,0.788
9-Mar,4,0.000,0.829
9-Mar,5,0.000,0.851
9-Mar,6,0.019,0.864
9-Mar,7,0.075,0.888
9-Mar,8,0.163,0.879
9-Mar,9,0.260,0.865
9-Mar,10,0.311,0.850
9-Mar,11,0.311,0.850
9-Mar,12,0.279,0.840
9-Mar,13,0.218,0.828
9-Mar,14,0.148,0.788
9-Mar,15,0.076,0.770
9-Mar,16,0.020,0.764
9-Mar,17,0.000,0.768
9-Mar,18,0.000,0.804
9-Mar,19,0.000,0.836
9-Mar,20,0.000,0.841
9-Mar,21,0.000,0.788
9-Mar,22,0.000,0.771
9-Mar,23,0.000,0.734
10-Mar,0,0.000,0.689
10-Mar,1,0.000,0.624
10-Mar,2,0.000,0.584
10-Mar,3,0.000,0.520
10-Mar,4,0.000,0.455
10-Mar,5,0.001,0.403
10-Mar,6,0.018,0.354
10-Mar,7,0.063,0.337
10-Mar,8,0.109,0.346
10-Mar,9,0.145,0.352
10-Mar,10,0.183,0.339
10-Mar,11,0.224,0.328
10-Mar,12,0.265,0.321
10-Mar,13,0.264,0.323
10-Mar,14,0.208,0.337
10-Mar,15,0.120,0.352
10-Mar,16,0.030,0.422
10-Mar,17,0.000,0.508
10-Mar,18,0.000,0.567
10-Mar,19,0.000,0.601
10-Mar,20,0.000,0.645
10-Mar,21,0.000,0.648
10-Mar,22,0.000,0.651
10-Mar,23,0.000,0.663
11-Mar,0,0.000,0.645
11-Mar,1,0.000,0.648
11-Mar,2,0.000,0.635
11-Mar,3,0.000,0.629
11-Mar,4,0.000,0.609
11-Mar,5,0.001,0.602
11-Mar,6,0.028,0.595
11-Mar,7,0.090,0.574
11-Mar,8,0.158,0.579
11-Mar,9,0.235,0.611
11-Mar,10,0.298,0.623
11-Mar,11,0.321,0.635
11-Mar,12,0.319,0.627
11-Mar,13,0.284,0.615
11-Mar,14,0.220,0.599
11-Mar,15,0.123,0.590
11-Mar,16,0.037,0.565
11-Mar,17,0.001,0.546
11-Mar,18,0.000,0.524
11-Mar,19,0.000,0.493
11-Mar,20,0.000,0.474
11-Mar,21,0.000,0.426
11-Mar,22,0.000,0.399
11-Mar,23,0.000,0.371
12-Mar,0,0.000,0.345
12-Mar,1,0.000,0.325
12-Mar,2,0.000,0.314
12-Mar,3,0.000,0.318
12-Mar,4,0.000,0.332
12-Mar,5,0.001,0.378
12-Mar,6,0.048,0.400
12-Mar,7,0.179,0.403
12-Mar,8,0.344,0.412
12-Mar,9,0.458,0.479
12-Mar,10,0.526,0.543
12-Mar,11,0.546,0.595
12-Mar,12,0.526,0.652
12-Mar,13,0.440,0.685
12-Mar,14,0.289,0.705
12-Mar,15,0.131,0.698
12-Mar,16,0.028,0.710
12-Mar,17,0.000,0.764
12-Mar,18,0.000,0.826
12-Mar,19,0.000,0.854
12-Mar,20,0.000,0.871
12-Mar,21,0.000,0.828
12-Mar,22,0.000,0.815
12-Mar,23,0.000,0.800
13-Mar,0,0.000,0.779
13-Mar,1,0.000,0.773
13-Mar,2,0.000,0.791
13-Mar,3,0.000,0.782
13-Mar,4,0.000,0.782
13-Mar,5,0.002,0.812
13-Mar,6,0.050,0.824
13-Mar,7,0.176,0.862
13-Mar,8,0.290,0.877
13-Mar,9,0.335,0.880
13-Mar,10,0.362,0.876
13-Mar,11,0.356,0.880
13-Mar,12,0.325,0.904
13-Mar,13,0.280,0.897
13-Mar,14,0.216,0.872
13-Mar,15,0.111,0.859
13-Mar,16,0.028,0.846
13-Mar,17,0.001,0.861
13-Mar,18,0.000,0.865
13-Mar,19,0.000,0.861
13-Mar,20,0.000,0.842
13-Mar,21,0.000,0.803
13-Mar,22,0.000,0.789
13-Mar,23,0.000,0.769
14-Mar,0,0.000,0.735
14-Mar,1,0.000,0.712
14-Mar,2,0.000,0.696
14-Mar,3,0.000,0.686
14-Mar,4,0.000,0.676
14-Mar,5,0.002,0.688
14-Mar,6,0.029,0.681
14-Mar,7,0.089,0.707
14-Mar,8,0.138,0.745
